,video_id,phrase,path
46,9667,hard,landmark_files/hard/9667.parquet
47,9666,hard,landmark_files/hard/9666.parquet
48,9796,hard,landmark_files/hard/9796.parquet
49,4617,Today,landmark_files/Today/4617.parquet
50,5473,Today,landmark_files/Today/5473.parquet
51,5471,Today,landmark_files/Today/5471.parquet
52,4616,Today,landmark_files/Today/4616.parquet
53,4615,Today,landmark_files/Today/4615.parquet
54,5031,Today,landmark_files/Today/5031.parquet
55,5470,Today,landmark_files/Today/5470.parquet
56,5032,Today,landmark_files/Today/5032.parquet
57,5033,Today,landmark_files/Today/5033.parquet
58,5472,Today,landmark_files/Today/5472.parquet
59,4618,Today,landmark_files/Today/4618.parquet
60,5174,healthy,landmark_files/healthy/5174.parquet
61,5332,healthy,landmark_files/healthy/5332.parquet
62,9446,healthy,landmark_files/healthy/9446.parquet
63,9286,healthy,landmark_files/healthy/9286.parquet
64,5255,healthy,landmark_files/healthy/5255.parquet
65,5175,healthy,landmark_files/healthy/5175.parquet
66,5333,healthy,landmark_files/healthy/5333.parquet
67,9447,healthy,landmark_files/healthy/9447.parquet
68,9532,healthy,landmark_files/healthy/9532.parquet
69,9531,healthy,landmark_files/healthy/9531.parquet
70,5173,healthy,landmark_files/healthy/5173.parquet
71,5254,healthy,landmark_files/healthy/5254.parquet
72,9287,healthy,landmark_files/healthy/9287.parquet
73,9365,healthy,landmark_files/healthy/9365.parquet
74,9530,healthy,landmark_files/healthy/9530.parquet
75,9366,healthy,landmark_files/healthy/9366.parquet
76,5256,healthy,landmark_files/healthy/5256.parquet
77,9367,healthy,landmark_files/healthy/9367.parquet
78,5334,healthy,landmark_files/healthy/5334.parquet
79,9445,healthy,landmark_files/healthy/9445.parquet
80,9288,healthy,landmark_files/healthy/9288.parquet
81,3183,Bicycle,landmark_files/Bicycle/3183.parquet
82,3122,Bicycle,landmark_files/Bicycle/3122.parquet
83,4184,Bicycle,landmark_files/Bicycle/4184.parquet
84,3215,Bicycle,landmark_files/Bicycle/3215.parquet
85,3181,Bicycle,landmark_files/Bicycle/3181.parquet
86,3125,Bicycle,landmark_files/Bicycle/3125.parquet
87,3123,Bicycle,landmark_files/Bicycle/3123.parquet
88,4183,Bicycle,landmark_files/Bicycle/4183.parquet
89,3153,Bicycle,landmark_files/Bicycle/3153.parquet
90,3244,Bicycle,landmark_files/Bicycle/3244.parquet
91,4182,Bicycle,landmark_files/Bicycle/4182.parquet
92,3246,Bicycle,landmark_files/Bicycle/3246.parquet
93,3216,Bicycle,landmark_files/Bicycle/3216.parquet
94,3245,Bicycle,landmark_files/Bicycle/3245.parquet
95,3182,Bicycle,landmark_files/Bicycle/3182.parquet
96,3151,Bicycle,landmark_files/Bicycle/3151.parquet
97,3217,Bicycle,landmark_files/Bicycle/3217.parquet
98,3152,Bicycle,landmark_files/Bicycle/3152.parquet
99,3157,Bus,landmark_files/Bus/3157.parquet
100,3249,Bus,landmark_files/Bus/3249.parquet
101,3248,Bus,landmark_files/Bus/3248.parquet
102,3218,Bus,landmark_files/Bus/3218.parquet
103,3156,Bus,landmark_files/Bus/3156.parquet
104,3128,Bus,landmark_files/Bus/3128.parquet
105,3126,Bus,landmark_files/Bus/3126.parquet
106,3184,Bus,landmark_files/Bus/3184.parquet
107,3247,Bus,landmark_files/Bus/3247.parquet
108,3219,Bus,landmark_files/Bus/3219.parquet
109,3127,Bus,landmark_files/Bus/3127.parquet
110,3185,Bus,landmark_files/Bus/3185.parquet
111,3186,Bus,landmark_files/Bus/3186.parquet
112,4187,Bus,landmark_files/Bus/4187.parquet
113,4185,Bus,landmark_files/Bus/4185.parquet
114,3220,Bus,landmark_files/Bus/3220.parquet
115,4186,Bus,landmark_files/Bus/4186.parquet
116,3155,Bus,landmark_files/Bus/3155.parquet
117,4511,Manager,landmark_files/Manager/4511.parquet
118,4785,Manager,landmark_files/Manager/4785.parquet
119,4508,Manager,landmark_files/Manager/4508.parquet
120,5364,Manager,landmark_files/Manager/5364.parquet
121,5363,Manager,landmark_files/Manager/5363.parquet
122,4787,Manager,landmark_files/Manager/4787.parquet
123,4509,Manager,landmark_files/Manager/4509.parquet
124,5362,Manager,landmark_files/Manager/5362.parquet
125,5365,Manager,landmark_files/Manager/5365.parquet
126,4786,Manager,landmark_files/Manager/4786.parquet
127,4510,Manager,landmark_files/Manager/4510.parquet
128,3060,Dog,landmark_files/Dog/3060.parquet
129,3002,Dog,landmark_files/Dog/3002.parquet
130,4147,Dog,landmark_files/Dog/4147.parquet
131,3003,Dog,landmark_files/Dog/3003.parquet
132,3059,Dog,landmark_files/Dog/3059.parquet
133,2979,Dog,landmark_files/Dog/2979.parquet
134,2980,Dog,landmark_files/Dog/2980.parquet
135,4146,Dog,landmark_files/Dog/4146.parquet
136,3086,Dog,landmark_files/Dog/3086.parquet
137,2978,Dog,landmark_files/Dog/2978.parquet
138,3030,Dog,landmark_files/Dog/3030.parquet
139,3004,Dog,landmark_files/Dog/3004.parquet
140,3061,Dog,landmark_files/Dog/3061.parquet
141,3029,Dog,landmark_files/Dog/3029.parquet
142,3028,Dog,landmark_files/Dog/3028.parquet
143,4148,Dog,landmark_files/Dog/4148.parquet
144,3085,Dog,landmark_files/Dog/3085.parquet
145,3087,Dog,landmark_files/Dog/3087.parquet
146,5159,Dress,landmark_files/Dress/5159.parquet
147,3838,Dress,landmark_files/Dress/3838.parquet
148,5011,Dress,landmark_files/Dress/5011.parquet
149,3989,Dress,landmark_files/Dress/3989.parquet
150,3988,Dress,landmark_files/Dress/3988.parquet
151,4869,Dress,landmark_files/Dress/4869.parquet
152,3694,Dress,landmark_files/Dress/3694.parquet
153,5010,Dress,landmark_files/Dress/5010.parquet
154,4868,Dress,landmark_files/Dress/4868.parquet
155,3839,Dress,landmark_files/Dress/3839.parquet
156,3840,Dress,landmark_files/Dress/3840.parquet
157,5009,Dress,landmark_files/Dress/5009.parquet
158,4198,Dress,landmark_files/Dress/4198.parquet
159,3987,Dress,landmark_files/Dress/3987.parquet
160,3696,Dress,landmark_files/Dress/3696.parquet
161,4870,Dress,landmark_files/Dress/4870.parquet
162,3693,Dress,landmark_files/Dress/3693.parquet
163,5157,Dress,landmark_files/Dress/5157.parquet
164,5158,Dress,landmark_files/Dress/5158.parquet
165,4011,Pocket,landmark_files/Pocket/4011.parquet
166,5178,Pocket,landmark_files/Pocket/5178.parquet
167,5179,Pocket,landmark_files/Pocket/5179.parquet
168,4891,Pocket,landmark_files/Pocket/4891.parquet
169,3713,Pocket,landmark_files/Pocket/3713.parquet
170,3714,Pocket,landmark_files/Pocket/3714.parquet
171,4892,Pocket,landmark_files/Pocket/4892.parquet
172,5031,Pocket,landmark_files/Pocket/5031.parquet
173,3859,Pocket,landmark_files/Pocket/3859.parquet
174,4890,Pocket,landmark_files/Pocket/4890.parquet
175,5180,Pocket,landmark_files/Pocket/5180.parquet
176,3861,Pocket,landmark_files/Pocket/3861.parquet
177,5032,Pocket,landmark_files/Pocket/5032.parquet
178,4013,Pocket,landmark_files/Pocket/4013.parquet
179,3862,Pocket,landmark_files/Pocket/3862.parquet
180,3715,Pocket,landmark_files/Pocket/3715.parquet
181,4205,Pocket,landmark_files/Pocket/4205.parquet
182,5033,Pocket,landmark_files/Pocket/5033.parquet
183,4012,Pocket,landmark_files/Pocket/4012.parquet
184,4930,Letter,landmark_files/Letter/4930.parquet
185,4931,Letter,landmark_files/Letter/4931.parquet
186,4416,Letter,landmark_files/Letter/4416.parquet
187,4929,Letter,landmark_files/Letter/4929.parquet
188,4417,Letter,landmark_files/Letter/4417.parquet
189,4419,Letter,landmark_files/Letter/4419.parquet
190,4418,Letter,landmark_files/Letter/4418.parquet
191,4611,Saturday,landmark_files/Saturday/4611.parquet
192,5028,Saturday,landmark_files/Saturday/5028.parquet
193,5030,Saturday,landmark_files/Saturday/5030.parquet
194,5027,Saturday,landmark_files/Saturday/5027.parquet
195,4612,Saturday,landmark_files/Saturday/4612.parquet
196,4613,Saturday,landmark_files/Saturday/4613.parquet
197,5467,Saturday,landmark_files/Saturday/5467.parquet
198,5468,Saturday,landmark_files/Saturday/5468.parquet
199,5469,Saturday,landmark_files/Saturday/5469.parquet
200,5466,Saturday,landmark_files/Saturday/5466.parquet
201,4614,Saturday,landmark_files/Saturday/4614.parquet
202,5048,Year,landmark_files/Year/5048.parquet
203,5049,Year,landmark_files/Year/5049.parquet
204,5492,Year,landmark_files/Year/5492.parquet
205,5494,Year,landmark_files/Year/5494.parquet
206,4638,Year,landmark_files/Year/4638.parquet
207,5491,Year,landmark_files/Year/5491.parquet
208,4637,Year,landmark_files/Year/4637.parquet
209,4636,Year,landmark_files/Year/4636.parquet
210,5047,Year,landmark_files/Year/5047.parquet
211,5493,Year,landmark_files/Year/5493.parquet
212,4635,Year,landmark_files/Year/4635.parquet
213,5081,Monsoon,landmark_files/Monsoon/5081.parquet
214,4672,Monsoon,landmark_files/Monsoon/4672.parquet
215,5082,Monsoon,landmark_files/Monsoon/5082.parquet
216,4674,Monsoon,landmark_files/Monsoon/4674.parquet
217,5528,Monsoon,landmark_files/Monsoon/5528.parquet
218,5529,Monsoon,landmark_files/Monsoon/5529.parquet
219,5531,Monsoon,landmark_files/Monsoon/5531.parquet
220,5530,Monsoon,landmark_files/Monsoon/5530.parquet
221,4673,Monsoon,landmark_files/Monsoon/4673.parquet
222,4671,Monsoon,landmark_files/Monsoon/4671.parquet
223,5080,Monsoon,landmark_files/Monsoon/5080.parquet
224,9658,low,landmark_files/low/9658.parquet
225,9787,low,landmark_files/low/9787.parquet
226,9659,low,landmark_files/low/9659.parquet
227,9786,low,landmark_files/low/9786.parquet
228,9661,low,landmark_files/low/9661.parquet
229,9660,low,landmark_files/low/9660.parquet
230,9784,low,landmark_files/low/9784.parquet
231,9785,low,landmark_files/low/9785.parquet
232,3640,Hospital,landmark_files/Hospital/3640.parquet
233,3316,Hospital,landmark_files/Hospital/3316.parquet
234,3317,Hospital,landmark_files/Hospital/3317.parquet
235,3318,Hospital,landmark_files/Hospital/3318.parquet
236,3563,Hospital,landmark_files/Hospital/3563.parquet
237,3398,Hospital,landmark_files/Hospital/3398.parquet
238,3315,Hospital,landmark_files/Hospital/3315.parquet
239,3400,Hospital,landmark_files/Hospital/3400.parquet
240,3480,Hospital,landmark_files/Hospital/3480.parquet
241,3638,Hospital,landmark_files/Hospital/3638.parquet
242,3641,Hospital,landmark_files/Hospital/3641.parquet
243,3397,Hospital,landmark_files/Hospital/3397.parquet
244,3399,Hospital,landmark_files/Hospital/3399.parquet
245,3639,Hospital,landmark_files/Hospital/3639.parquet
246,3560,Hospital,landmark_files/Hospital/3560.parquet
247,3481,Hospital,landmark_files/Hospital/3481.parquet
248,3483,Hospital,landmark_files/Hospital/3483.parquet
249,3561,Hospital,landmark_files/Hospital/3561.parquet
250,3482,Hospital,landmark_files/Hospital/3482.parquet
251,3562,Hospital,landmark_files/Hospital/3562.parquet
252,4833,Peace,landmark_files/Peace/4833.parquet
253,4835,Peace,landmark_files/Peace/4835.parquet
254,4296,Peace,landmark_files/Peace/4296.parquet
255,4295,Peace,landmark_files/Peace/4295.parquet
256,4298,Peace,landmark_files/Peace/4298.parquet
257,4834,Peace,landmark_files/Peace/4834.parquet
258,4297,Peace,landmark_files/Peace/4297.parquet
259,4881,T-Shirt,landmark_files/T-Shirt/4881.parquet
260,3850,T-Shirt,landmark_files/T-Shirt/3850.parquet
261,3851,T-Shirt,landmark_files/T-Shirt/3851.parquet
262,5169,T-Shirt,landmark_files/T-Shirt/5169.parquet
263,5022,T-Shirt,landmark_files/T-Shirt/5022.parquet
264,5170,T-Shirt,landmark_files/T-Shirt/5170.parquet
265,5021,T-Shirt,landmark_files/T-Shirt/5021.parquet
266,3704,T-Shirt,landmark_files/T-Shirt/3704.parquet
267,4202,T-Shirt,landmark_files/T-Shirt/4202.parquet
268,4882,T-Shirt,landmark_files/T-Shirt/4882.parquet
269,3852,T-Shirt,landmark_files/T-Shirt/3852.parquet
270,4002,T-Shirt,landmark_files/T-Shirt/4002.parquet
271,4004,T-Shirt,landmark_files/T-Shirt/4004.parquet
272,4003,T-Shirt,landmark_files/T-Shirt/4003.parquet
273,3706,T-Shirt,landmark_files/T-Shirt/3706.parquet
274,5171,T-Shirt,landmark_files/T-Shirt/5171.parquet
275,3705,T-Shirt,landmark_files/T-Shirt/3705.parquet
276,5023,T-Shirt,landmark_files/T-Shirt/5023.parquet
277,4883,T-Shirt,landmark_files/T-Shirt/4883.parquet
278,4313,Gun,landmark_files/Gun/4313.parquet
279,4312,Gun,landmark_files/Gun/4312.parquet
280,4847,Gun,landmark_files/Gun/4847.parquet
281,4846,Gun,landmark_files/Gun/4846.parquet
282,4845,Gun,landmark_files/Gun/4845.parquet
283,4315,Gun,landmark_files/Gun/4315.parquet
284,4314,Gun,landmark_files/Gun/4314.parquet
285,9534,loud,landmark_files/loud/9534.parquet
286,9368,loud,landmark_files/loud/9368.parquet
287,5335,loud,landmark_files/loud/5335.parquet
288,9535,loud,landmark_files/loud/9535.parquet
289,5178,loud,landmark_files/loud/5178.parquet
290,9370,loud,landmark_files/loud/9370.parquet
291,5177,loud,landmark_files/loud/5177.parquet
292,5179,loud,landmark_files/loud/5179.parquet
293,9449,loud,landmark_files/loud/9449.parquet
294,5337,loud,landmark_files/loud/5337.parquet
295,9290,loud,landmark_files/loud/9290.parquet
296,9369,loud,landmark_files/loud/9369.parquet
297,9291,loud,landmark_files/loud/9291.parquet
298,5257,loud,landmark_files/loud/5257.parquet
299,9450,loud,landmark_files/loud/9450.parquet
300,5259,loud,landmark_files/loud/5259.parquet
301,9536,loud,landmark_files/loud/9536.parquet
302,9289,loud,landmark_files/loud/9289.parquet
303,5336,loud,landmark_files/loud/5336.parquet
304,9448,loud,landmark_files/loud/9448.parquet
305,5258,loud,landmark_files/loud/5258.parquet
306,4593,Monday,landmark_files/Monday/4593.parquet
307,5011,Monday,landmark_files/Monday/5011.parquet
308,4591,Monday,landmark_files/Monday/4591.parquet
309,4594,Monday,landmark_files/Monday/4594.parquet
310,5010,Monday,landmark_files/Monday/5010.parquet
311,5449,Monday,landmark_files/Monday/5449.parquet
312,5009,Monday,landmark_files/Monday/5009.parquet
313,5446,Monday,landmark_files/Monday/5446.parquet
314,5448,Monday,landmark_files/Monday/5448.parquet
315,5447,Monday,landmark_files/Monday/5447.parquet
316,4592,Monday,landmark_files/Monday/4592.parquet
317,5369,Reporter,landmark_files/Reporter/5369.parquet
318,4790,Reporter,landmark_files/Reporter/4790.parquet
319,4514,Reporter,landmark_files/Reporter/4514.parquet
320,4513,Reporter,landmark_files/Reporter/4513.parquet
321,5367,Reporter,landmark_files/Reporter/5367.parquet
322,4789,Reporter,landmark_files/Reporter/4789.parquet
323,5368,Reporter,landmark_files/Reporter/5368.parquet
324,4515,Reporter,landmark_files/Reporter/4515.parquet
325,4788,Reporter,landmark_files/Reporter/4788.parquet
326,4512,Reporter,landmark_files/Reporter/4512.parquet
327,5366,Reporter,landmark_files/Reporter/5366.parquet
328,5063,Afternoon,landmark_files/Afternoon/5063.parquet
329,4656,Afternoon,landmark_files/Afternoon/4656.parquet
330,5064,Afternoon,landmark_files/Afternoon/5064.parquet
331,4655,Afternoon,landmark_files/Afternoon/4655.parquet
332,5513,Afternoon,landmark_files/Afternoon/5513.parquet
333,5514,Afternoon,landmark_files/Afternoon/5514.parquet
334,5065,Afternoon,landmark_files/Afternoon/5065.parquet
335,4658,Afternoon,landmark_files/Afternoon/4658.parquet
336,5511,Afternoon,landmark_files/Afternoon/5511.parquet
337,4657,Afternoon,landmark_files/Afternoon/4657.parquet
338,5512,Afternoon,landmark_files/Afternoon/5512.parquet
339,4780,Artist,landmark_files/Artist/4780.parquet
340,4781,Artist,landmark_files/Artist/4781.parquet
341,4779,Artist,landmark_files/Artist/4779.parquet
342,4502,Artist,landmark_files/Artist/4502.parquet
343,5356,Artist,landmark_files/Artist/5356.parquet
344,4500,Artist,landmark_files/Artist/4500.parquet
345,5354,Artist,landmark_files/Artist/5354.parquet
346,4503,Artist,landmark_files/Artist/4503.parquet
347,5355,Artist,landmark_files/Artist/5355.parquet
348,4501,Artist,landmark_files/Artist/4501.parquet
349,5357,Artist,landmark_files/Artist/5357.parquet
350,3056,Animal,landmark_files/Animal/3056.parquet
351,3083,Animal,landmark_files/Animal/3083.parquet
352,3107,Animal,landmark_files/Animal/3107.parquet
353,3026,Animal,landmark_files/Animal/3026.parquet
354,3027,Animal,landmark_files/Animal/3027.parquet
355,2999,Animal,landmark_files/Animal/2999.parquet
356,3025,Animal,landmark_files/Animal/3025.parquet
357,3108,Animal,landmark_files/Animal/3108.parquet
358,4167,Animal,landmark_files/Animal/4167.parquet
359,3000,Animal,landmark_files/Animal/3000.parquet
360,3109,Animal,landmark_files/Animal/3109.parquet
361,3082,Animal,landmark_files/Animal/3082.parquet
362,3084,Animal,landmark_files/Animal/3084.parquet
363,3001,Animal,landmark_files/Animal/3001.parquet
364,4169,Animal,landmark_files/Animal/4169.parquet
365,4168,Animal,landmark_files/Animal/4168.parquet
366,3058,Animal,landmark_files/Animal/3058.parquet
367,3057,Animal,landmark_files/Animal/3057.parquet
368,5305,Player,landmark_files/Player/5305.parquet
369,5150,Player,landmark_files/Player/5150.parquet
370,3978,Player,landmark_files/Player/3978.parquet
371,4126,Player,landmark_files/Player/4126.parquet
372,5304,Player,landmark_files/Player/5304.parquet
373,5001,Player,landmark_files/Player/5001.parquet
374,5002,Player,landmark_files/Player/5002.parquet
375,3830,Player,landmark_files/Player/3830.parquet
376,4247,Player,landmark_files/Player/4247.parquet
377,5000,Player,landmark_files/Player/5000.parquet
378,3980,Player,landmark_files/Player/3980.parquet
379,3829,Player,landmark_files/Player/3829.parquet
380,5148,Player,landmark_files/Player/5148.parquet
381,3831,Player,landmark_files/Player/3831.parquet
382,5303,Player,landmark_files/Player/5303.parquet
383,5149,Player,landmark_files/Player/5149.parquet
384,4127,Player,landmark_files/Player/4127.parquet
385,3979,Player,landmark_files/Player/3979.parquet
386,4125,Player,landmark_files/Player/4125.parquet
387,4905,Pencil,landmark_files/Pencil/4905.parquet
388,4903,Pencil,landmark_files/Pencil/4903.parquet
389,4383,Pencil,landmark_files/Pencil/4383.parquet
390,4385,Pencil,landmark_files/Pencil/4385.parquet
391,4386,Pencil,landmark_files/Pencil/4386.parquet
392,4384,Pencil,landmark_files/Pencil/4384.parquet
393,4904,Pencil,landmark_files/Pencil/4904.parquet
394,9810,dirty,landmark_files/dirty/9810.parquet
395,9812,dirty,landmark_files/dirty/9812.parquet
396,9686,dirty,landmark_files/dirty/9686.parquet
397,9813,dirty,landmark_files/dirty/9813.parquet
398,9685,dirty,landmark_files/dirty/9685.parquet
399,9811,dirty,landmark_files/dirty/9811.parquet
400,9687,dirty,landmark_files/dirty/9687.parquet
401,9684,dirty,landmark_files/dirty/9684.parquet
402,4426,Lock,landmark_files/Lock/4426.parquet
403,4937,Lock,landmark_files/Lock/4937.parquet
404,4425,Lock,landmark_files/Lock/4425.parquet
405,4427,Lock,landmark_files/Lock/4427.parquet
406,4935,Lock,landmark_files/Lock/4935.parquet
407,4424,Lock,landmark_files/Lock/4424.parquet
408,4936,Lock,landmark_files/Lock/4936.parquet
409,4960,Clock,landmark_files/Clock/4960.parquet
410,4959,Clock,landmark_files/Clock/4959.parquet
411,4525,Clock,landmark_files/Clock/4525.parquet
412,5381,Clock,landmark_files/Clock/5381.parquet
413,4527,Clock,landmark_files/Clock/4527.parquet
414,5382,Clock,landmark_files/Clock/5382.parquet
415,4526,Clock,landmark_files/Clock/4526.parquet
416,5379,Clock,landmark_files/Clock/5379.parquet
417,4524,Clock,landmark_files/Clock/4524.parquet
418,5380,Clock,landmark_files/Clock/5380.parquet
419,5064,Grey,landmark_files/Grey/5064.parquet
420,4927,Grey,landmark_files/Grey/4927.parquet
421,4046,Grey,landmark_files/Grey/4046.parquet
422,4047,Grey,landmark_files/Grey/4047.parquet
423,5066,Grey,landmark_files/Grey/5066.parquet
424,3894,Grey,landmark_files/Grey/3894.parquet
425,4924,Grey,landmark_files/Grey/4924.parquet
426,5213,Grey,landmark_files/Grey/5213.parquet
427,5065,Grey,landmark_files/Grey/5065.parquet
428,3749,Grey,landmark_files/Grey/3749.parquet
429,3896,Grey,landmark_files/Grey/3896.parquet
430,3746,Grey,landmark_files/Grey/3746.parquet
431,4045,Grey,landmark_files/Grey/4045.parquet
432,5214,Grey,landmark_files/Grey/5214.parquet
433,3748,Grey,landmark_files/Grey/3748.parquet
434,4217,Grey,landmark_files/Grey/4217.parquet
435,3895,Grey,landmark_files/Grey/3895.parquet
436,4926,Grey,landmark_files/Grey/4926.parquet
437,3747,Grey,landmark_files/Grey/3747.parquet
438,5212,Grey,landmark_files/Grey/5212.parquet
439,5339,Secretary,landmark_files/Secretary/5339.parquet
440,4769,Secretary,landmark_files/Secretary/4769.parquet
441,4483,Secretary,landmark_files/Secretary/4483.parquet
442,4768,Secretary,landmark_files/Secretary/4768.parquet
443,4482,Secretary,landmark_files/Secretary/4482.parquet
444,4484,Secretary,landmark_files/Secretary/4484.parquet
445,5338,Secretary,landmark_files/Secretary/5338.parquet
446,4485,Secretary,landmark_files/Secretary/4485.parquet
447,5341,Secretary,landmark_files/Secretary/5341.parquet
448,4767,Secretary,landmark_files/Secretary/4767.parquet
449,5340,Secretary,landmark_files/Secretary/5340.parquet
450,3105,Horse,landmark_files/Horse/3105.parquet
451,3023,Horse,landmark_files/Horse/3023.parquet
452,3079,Horse,landmark_files/Horse/3079.parquet
453,3104,Horse,landmark_files/Horse/3104.parquet
454,3054,Horse,landmark_files/Horse/3054.parquet
455,4164,Horse,landmark_files/Horse/4164.parquet
456,3021,Horse,landmark_files/Horse/3021.parquet
457,2997,Horse,landmark_files/Horse/2997.parquet
458,3055,Horse,landmark_files/Horse/3055.parquet
459,4166,Horse,landmark_files/Horse/4166.parquet
460,3053,Horse,landmark_files/Horse/3053.parquet
461,3103,Horse,landmark_files/Horse/3103.parquet
462,3022,Horse,landmark_files/Horse/3022.parquet
463,2998,Horse,landmark_files/Horse/2998.parquet
464,2996,Horse,landmark_files/Horse/2996.parquet
465,3080,Horse,landmark_files/Horse/3080.parquet
466,4165,Horse,landmark_files/Horse/4165.parquet
467,3081,Horse,landmark_files/Horse/3081.parquet
468,4073,Woman,landmark_files/Woman/4073.parquet
469,3926,Woman,landmark_files/Woman/3926.parquet
470,4952,Woman,landmark_files/Woman/4952.parquet
471,3924,Woman,landmark_files/Woman/3924.parquet
472,4954,Woman,landmark_files/Woman/4954.parquet
473,3776,Woman,landmark_files/Woman/3776.parquet
474,4072,Woman,landmark_files/Woman/4072.parquet
475,5093,Woman,landmark_files/Woman/5093.parquet
476,5241,Woman,landmark_files/Woman/5241.parquet
477,4229,Woman,landmark_files/Woman/4229.parquet
478,5242,Woman,landmark_files/Woman/5242.parquet
479,3775,Woman,landmark_files/Woman/3775.parquet
480,4953,Woman,landmark_files/Woman/4953.parquet
481,5240,Woman,landmark_files/Woman/5240.parquet
482,3925,Woman,landmark_files/Woman/3925.parquet
483,5094,Woman,landmark_files/Woman/5094.parquet
484,4074,Woman,landmark_files/Woman/4074.parquet
485,5092,Woman,landmark_files/Woman/5092.parquet
486,3777,Woman,landmark_files/Woman/3777.parquet
487,4397,Soap,landmark_files/Soap/4397.parquet
488,4395,Soap,landmark_files/Soap/4395.parquet
489,4913,Soap,landmark_files/Soap/4913.parquet
490,4912,Soap,landmark_files/Soap/4912.parquet
491,4396,Soap,landmark_files/Soap/4396.parquet
492,4398,Soap,landmark_files/Soap/4398.parquet
493,4914,Soap,landmark_files/Soap/4914.parquet
494,5424,Summer,landmark_files/Summer/5424.parquet
495,5421,Summer,landmark_files/Summer/5421.parquet
496,4568,Summer,landmark_files/Summer/4568.parquet
497,5420,Summer,landmark_files/Summer/5420.parquet
498,4566,Summer,landmark_files/Summer/4566.parquet
499,4991,Summer,landmark_files/Summer/4991.parquet
500,5422,Summer,landmark_files/Summer/5422.parquet
501,4990,Summer,landmark_files/Summer/4990.parquet
502,4565,Summer,landmark_files/Summer/4565.parquet
503,4992,Summer,landmark_files/Summer/4992.parquet
504,4567,Summer,landmark_files/Summer/4567.parquet
505,4838,Attack,landmark_files/Attack/4838.parquet
506,4299,Attack,landmark_files/Attack/4299.parquet
507,4301,Attack,landmark_files/Attack/4301.parquet
508,4837,Attack,landmark_files/Attack/4837.parquet
509,4300,Attack,landmark_files/Attack/4300.parquet
510,4303,Attack,landmark_files/Attack/4303.parquet
511,4836,Attack,landmark_files/Attack/4836.parquet
512,4302,Attack,landmark_files/Attack/4302.parquet
513,3810,President,landmark_files/President/3810.parquet
514,5127,President,landmark_files/President/5127.parquet
515,3956,President,landmark_files/President/3956.parquet
516,4103,President,landmark_files/President/4103.parquet
517,5275,President,landmark_files/President/5275.parquet
518,4976,President,landmark_files/President/4976.parquet
519,3958,President,landmark_files/President/3958.parquet
520,4977,President,landmark_files/President/4977.parquet
521,4240,President,landmark_files/President/4240.parquet
522,5276,President,landmark_files/President/5276.parquet
523,4975,President,landmark_files/President/4975.parquet
524,5128,President,landmark_files/President/5128.parquet
525,3808,President,landmark_files/President/3808.parquet
526,5126,President,landmark_files/President/5126.parquet
527,3957,President,landmark_files/President/3957.parquet
528,4104,President,landmark_files/President/4104.parquet
529,3809,President,landmark_files/President/3809.parquet
530,5274,President,landmark_files/President/5274.parquet
531,4102,President,landmark_files/President/4102.parquet
